date	twee_pertrigrams	drie_pertrigrams	vier_pertrigrams	vijf_pertrigrams	zes_pertrigrams	zeven_pertrigrams	acht_pertrigrams	negen_pertrigrams	tien_pertrigrams	elf_pertrigrams	twaalf_pertrigrams	dertien_pertrigrams	veertien_pertrigrams	vijftien_pertrigrams	zestien_pertrigrams	zeventien_pertrigrams	achttien_pertrigrams	negentien_pertrigrams	twintig_pertrigrams	dertig_pertrigrams	veertig_pertrigrams	vijftig_pertrigrams	zestig_pertrigrams	zeventig_pertrigrams	tachtig_pertrigrams	negentig_pertrigrams	honderd_pertrigrams	honderdtien_pertrigrams	honderdtwintig_pertrigrams	honderddertig_pertrigrams	honderdveertig_pertrigrams	honderdvijftig_pertrigrams	honderdzestig_pertrigrams	honderdzeventig_pertrigrams	honderdtachtig_pertrigrams	honderdnegentig_pertrigrams	tweehonderd_pertrigrams
1931-12-31	5.979320945603982e-06	3.8438491793168455e-06	1.2812830597722818e-06	4.6980378858317e-06	2.989660472801991e-06	1.7083774130297092e-06	1.2812830597722818e-06	1.2812830597722818e-06	6.406415298861409e-06	4.270943532574273e-07	8.541887065148546e-07	4.270943532574273e-07	4.270943532574273e-07	4.270943532574273e-07	8.541887065148546e-07	4.270943532574273e-07	0.0	4.270943532574273e-07	4.270943532574273e-06	4.270943532574273e-07	1.7083774130297092e-06	1.2812830597722818e-06	1.7083774130297092e-06	0.0	0.0	0.0	3.8438491793168455e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1932-12-31	1.0575089644221445e-05	5.287544822110722e-06	3.660607953768962e-06	6.914481690452484e-06	3.2538737366835216e-06	8.134684341708804e-07	1.2202026512563206e-06	1.2202026512563206e-06	6.914481690452484e-06	8.134684341708804e-07	4.067342170854402e-07	0.0	0.0	4.067342170854402e-07	0.0	0.0	4.067342170854402e-07	0.0	4.880810605025282e-06	2.8471395195980816e-06	1.6269368683417608e-06	2.440405302512641e-06	1.6269368683417608e-06	4.067342170854402e-07	4.067342170854402e-07	4.067342170854402e-07	4.0673421708544024e-06	0.0	0.0	0.0	0.0	4.067342170854402e-07	0.0	0.0	0.0	0.0	4.067342170854402e-07
1933-12-31	6.729626057112093e-06	5.608021714260077e-06	3.3648130285560464e-06	4.486417371408062e-06	2.9909449142720413e-06	7.477362285680103e-07	1.1216043428520155e-06	0.0	6.729626057112093e-06	3.7386811428400516e-07	7.477362285680103e-07	1.1216043428520155e-06	3.7386811428400516e-07	1.1216043428520155e-06	0.0	0.0	0.0	0.0	3.3648130285560464e-06	1.1216043428520155e-06	1.4954724571360206e-06	2.9909449142720413e-06	3.7386811428400516e-07	0.0	0.0	0.0	5.234153599976072e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1934-12-31	9.456550354147811e-06	3.9656501485135984e-06	1.8303000685447376e-06	5.18585019421009e-06	2.4404000913929835e-06	1.2202000456964917e-06	1.2202000456964917e-06	9.151500342723688e-07	7.32120027417895e-06	3.0505001142412293e-07	0.0	9.151500342723688e-07	3.0505001142412293e-07	1.2202000456964917e-06	0.0	3.0505001142412293e-07	0.0	0.0	4.575750171361844e-06	2.4404000913929835e-06	6.101000228482459e-07	2.1353500799688606e-06	9.151500342723688e-07	3.0505001142412293e-07	3.0505001142412293e-07	0.0	4.880800182785967e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.101000228482459e-07
1935-12-31	8.50129772309743e-06	3.8255839753938435e-06	3.400519089238972e-06	5.9509084061682015e-06	1.2751946584646147e-06	2.5503893169292294e-06	4.250648861548715e-07	4.250648861548715e-07	7.226103064632816e-06	0.0	8.50129772309743e-07	0.0	0.0	2.5503893169292294e-06	0.0	0.0	0.0	0.0	6.801038178477944e-06	2.9754542030841008e-06	2.1253244307743576e-06	1.700259544619486e-06	0.0	4.250648861548715e-07	0.0	0.0	1.700259544619486e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.250648861548715e-07
1936-12-31	9.188592179037881e-06	4.0429805587766675e-06	1.837718435807576e-06	5.145611620261214e-06	3.675436871615152e-06	3.6754368716151526e-07	7.350873743230305e-07	1.1026310614845458e-06	5.145611620261214e-06	0.0	1.1026310614845458e-06	7.350873743230305e-07	7.350873743230305e-07	3.6754368716151526e-07	0.0	0.0	0.0	0.0	2.940349497292122e-06	2.572805810130607e-06	1.837718435807576e-06	2.2052621229690916e-06	1.837718435807576e-06	0.0	0.0	0.0	3.675436871615152e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1937-12-31	4.405593884222348e-06	4.066702046974475e-06	2.0333510234872377e-06	9.827863280188316e-06	1.6944591862393647e-06	1.0166755117436188e-06	0.0	1.3555673489914918e-06	6.777836744957459e-06	0.0	6.777836744957459e-07	3.3889183724787295e-07	3.3889183724787295e-07	1.3555673489914918e-06	0.0	3.3889183724787295e-07	0.0	3.3889183724787295e-07	2.3722428607351106e-06	2.7111346979829836e-06	2.0333510234872377e-06	3.7278102097266024e-06	3.3889183724787295e-07	3.3889183724787295e-07	1.0166755117436188e-06	3.3889183724787295e-07	2.7111346979829836e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1938-12-31	8.166126845355636e-06	3.024491424205791e-06	4.2342879938881075e-06	7.5612285605144785e-06	5.141635421149845e-06	2.419593139364633e-06	1.5122457121028956e-06	0.0	7.258779418093899e-06	3.0244914242057914e-07	3.0244914242057914e-07	3.0244914242057914e-07	0.0	2.1171439969440537e-06	9.073474272617374e-07	0.0	0.0	0.0	3.931838851467529e-06	2.1171439969440537e-06	2.722042281785212e-06	2.1171439969440537e-06	9.073474272617374e-07	6.048982848411583e-07	1.5122457121028956e-06	0.0	6.351431990832162e-06	0.0	0.0	0.0	0.0	3.0244914242057914e-07	0.0	0.0	0.0	0.0	6.048982848411583e-07
1939-12-31	8.8787896180313e-06	2.219697404507825e-06	2.5367970337232286e-06	7.293291471954282e-06	2.219697404507825e-06	1.2683985168616143e-06	1.2683985168616143e-06	1.2683985168616143e-06	8.8787896180313e-06	0.0	9.512988876462106e-07	0.0	0.0	6.341992584308072e-07	6.341992584308072e-07	0.0	3.170996292154036e-07	6.341992584308072e-07	5.073594067446457e-06	3.8051955505848425e-06	2.5367970337232286e-06	2.8538966629386322e-06	3.170996292154036e-07	9.512988876462106e-07	6.341992584308072e-07	3.170996292154036e-07	3.1709962921540354e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1940-12-31	6.860127339208143e-06	0.0	1.5244727420462541e-06	4.192300040627199e-06	3.0489454840925083e-06	1.9055909275578176e-06	7.622363710231271e-07	7.622363710231271e-07	6.479009153696579e-06	3.8111818551156353e-07	3.8111818551156353e-07	1.9055909275578176e-06	0.0	3.8111818551156353e-07	0.0	0.0	0.0	7.622363710231271e-07	4.9545364116503254e-06	2.6678272985809446e-06	2.6678272985809446e-06	1.9055909275578176e-06	7.622363710231271e-07	1.1433545565346904e-06	0.0	0.0	3.4300636696040715e-06	0.0	0.0	0.0	0.0	3.8111818551156353e-07	0.0	0.0	0.0	0.0	3.8111818551156353e-07
1941-12-31	7.559007502314946e-06	3.0236030009259786e-06	1.5118015004629893e-06	7.559007502314946e-06	1.5118015004629893e-06	1.5118015004629893e-06	7.559007502314946e-07	0.0	7.559007502314946e-06	0.0	0.0	0.0	0.0	1.5118015004629893e-06	0.0	0.0	0.0	0.0	8.31490825254644e-06	1.5118015004629893e-06	3.0236030009259786e-06	4.535404501388968e-06	0.0	1.5118015004629893e-06	0.0	0.0	4.535404501388968e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1942-12-31	1.1336740233713197e-05	2.519275607491822e-06	3.778913411237733e-06	2.519275607491822e-06	1.259637803745911e-06	0.0	1.259637803745911e-06	1.259637803745911e-06	6.2981890187295544e-06	0.0	1.259637803745911e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.519275607491822e-06	2.519275607491822e-06	0.0	1.259637803745911e-06	1.259637803745911e-06	0.0	1.259637803745911e-06	1.259637803745911e-06	1.1336740233713197e-05	0.0	0.0	1.259637803745911e-06	0.0	1.259637803745911e-06	0.0	0.0	0.0	0.0	0.0
1943-12-31	9.891759422519084e-06	1.2364699278148856e-05	7.4188195668893135e-06	2.472939855629771e-06	2.472939855629771e-06	0.0	0.0	2.472939855629771e-06	2.2256458700667942e-05	0.0	0.0	0.0	0.0	2.472939855629771e-06	0.0	0.0	0.0	0.0	0.0	2.472939855629771e-06	0.0	0.0	2.472939855629771e-06	0.0	2.472939855629771e-06	2.472939855629771e-06	2.472939855629771e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1944-12-31	5.485644069470197e-06	8.228466104205294e-06	5.485644069470197e-06	5.485644069470197e-06	0.0	0.0	0.0	0.0	8.228466104205294e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7428220347350983e-06	0.0	2.7428220347350983e-06	2.7428220347350983e-06	0.0	0.0	0.0	0.0	5.485644069470197e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7428220347350983e-06
1945-12-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1946-12-31																																					
1947-12-31																																					
1948-12-31																																					
1949-12-31	2.059302014291556e-05	2.9418600204165085e-06	2.9418600204165085e-06	2.9418600204165085e-06	0.0	0.0	0.0	0.0	1.4709300102082542e-05	0.0	0.0	0.0	5.883720040833017e-06	2.9418600204165085e-06	0.0	0.0	0.0	0.0	1.1767440081666034e-05	2.9418600204165085e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.9418600204165085e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9418600204165085e-06
1950-12-31	1.2092232640736313e-05	4.318654514548683e-06	8.637309029097366e-07	7.77357812618763e-06	8.637309029097366e-07	3.4549236116389465e-06	2.59119270872921e-06	0.0	6.0461163203681564e-06	8.637309029097366e-07	0.0	8.637309029097366e-07	8.637309029097366e-07	0.0	0.0	1.7274618058194733e-06	8.637309029097366e-07	0.0	5.18238541745842e-06	2.59119270872921e-06	4.318654514548683e-06	2.59119270872921e-06	0.0	8.637309029097366e-07	0.0	0.0	1.7274618058194733e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.637309029097366e-07
1951-12-31	7.833092465740012e-06	1.3055154109566687e-06	1.3055154109566687e-06	7.833092465740012e-06	2.6110308219133374e-06	2.6110308219133374e-06	1.3055154109566687e-06	0.0	3.916546232870006e-06	3.916546232870006e-06	0.0	0.0	1.3055154109566687e-06	1.3055154109566687e-06	0.0	0.0	0.0	0.0	2.6110308219133374e-06	1.3055154109566687e-06	2.6110308219133374e-06	0.0	0.0	2.6110308219133374e-06	0.0	0.0	1.3055154109566687e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1952-12-31	1.87175053308895e-05	7.199040511880576e-06	0.0	1.0078656716632808e-05	1.4398081023761154e-06	1.4398081023761154e-06	1.4398081023761154e-06	0.0	1.0078656716632808e-05	1.4398081023761154e-06	0.0	1.4398081023761154e-06	0.0	2.8796162047522307e-06	0.0	0.0	1.4398081023761154e-06	0.0	2.8796162047522307e-06	2.8796162047522307e-06	1.4398081023761154e-06	2.8796162047522307e-06	1.4398081023761154e-06	1.4398081023761154e-06	0.0	0.0	4.319424307128346e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1953-12-31	1.3808340237503452e-05	8.28500414250207e-06	4.142502071251035e-06	6.904170118751726e-06	2.0712510356255176e-06	3.452085059375863e-06	2.7616680475006905e-06	2.0712510356255176e-06	2.7616680475006905e-06	1.3808340237503452e-06	0.0	0.0	2.0712510356255176e-06	0.0	0.0	0.0	0.0	0.0	2.7616680475006905e-06	4.142502071251035e-06	3.452085059375863e-06	3.452085059375863e-06	0.0	1.3808340237503452e-06	0.0	0.0	5.523336095001381e-06	0.0	6.904170118751726e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1954-12-31	9.350668033302763e-06	5.754257251263239e-06	3.5964107820395246e-06	1.4385643128158098e-06	4.3156929384474295e-06	2.1578464692237148e-06	7.192821564079049e-07	7.192821564079049e-07	8.631385876894859e-06	0.0	0.0	0.0	1.4385643128158098e-06	0.0	7.192821564079049e-07	0.0	7.192821564079049e-07	0.0	5.0349750948553344e-06	2.8771286256316197e-06	3.5964107820395246e-06	7.192821564079049e-07	0.0	0.0	7.192821564079049e-07	0.0	2.8771286256316197e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1955-12-31	1.2572560313160291e-05	7.395623713623701e-07	4.4373742281742205e-06	1.109343557043555e-05	7.395623713623701e-07	2.9582494854494803e-06	0.0	0.0	1.2572560313160291e-05	0.0	0.0	0.0	2.2186871140871102e-06	1.4791247427247402e-06	0.0	0.0	0.0	0.0	2.9582494854494803e-06	7.395623713623701e-07	2.2186871140871102e-06	3.69781185681185e-06	0.0	7.395623713623701e-07	0.0	0.0	1.4791247427247402e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1956-12-31	8.18898997742072e-06	7.4445363431097465e-06	5.955629074487797e-06	1.2655711783286569e-05	5.211175440176822e-06	2.233360902932924e-06	1.4889072686219493e-06	1.4889072686219493e-06	8.933443611731696e-06	0.0	2.233360902932924e-06	0.0	0.0	7.444536343109747e-07	0.0	0.0	0.0	0.0	2.9778145372438987e-06	2.9778145372438987e-06	0.0	4.466721805865848e-06	2.233360902932924e-06	0.0	0.0	0.0	2.233360902932924e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4889072686219493e-06
1957-12-31	1.7952792772349253e-05	4.308670265363821e-06	4.308670265363821e-06	5.744893687151761e-06	4.308670265363821e-06	4.308670265363821e-06	2.1543351326819105e-06	1.4362234217879402e-06	7.181117108939701e-06	7.181117108939701e-07	7.181117108939701e-07	0.0	7.181117108939701e-07	7.181117108939701e-07	0.0	1.4362234217879402e-06	0.0	0.0	3.5905585544698506e-06	2.1543351326819105e-06	2.8724468435758803e-06	7.181117108939701e-07	1.4362234217879402e-06	7.181117108939701e-07	0.0	0.0	2.8724468435758803e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1958-12-31	1.936918162338133e-05	6.456393874460443e-06	5.0216396801359e-06	8.608525165947257e-06	1.4347541943245429e-06	2.152131291486814e-06	1.4347541943245429e-06	1.4347541943245429e-06	1.00432793602718e-05	0.0	0.0	0.0	1.4347541943245429e-06	7.173770971622714e-07	0.0	0.0	7.173770971622714e-07	0.0	6.456393874460443e-06	6.456393874460443e-06	1.4347541943245429e-06	4.304262582973628e-06	0.0	0.0	7.173770971622714e-07	0.0	2.152131291486814e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1959-12-31	2.3700349510448368e-05	9.061898342230259e-06	4.182414619490888e-06	1.1850174755224184e-05	2.788276412993926e-06	4.182414619490888e-06	1.394138206496963e-06	6.970691032484815e-07	1.3244312961721148e-05	6.970691032484815e-07	2.091207309745444e-06	0.0	6.970691032484815e-07	1.394138206496963e-06	0.0	6.970691032484815e-07	0.0	0.0	6.970691032484814e-06	4.87948372273937e-06	4.182414619490888e-06	1.394138206496963e-06	6.970691032484815e-07	0.0	6.970691032484815e-07	0.0	6.273621929236333e-06	0.0	0.0	0.0	0.0	1.394138206496963e-06	0.0	0.0	0.0	0.0	0.0
1960-12-31	2.4564506393790094e-05	1.052764559733861e-05	7.720273438048316e-06	1.89497620752095e-05	8.422116477870889e-06	4.211058238935444e-06	4.211058238935444e-06	7.018430398225741e-07	1.754607599556435e-05	1.4036860796451482e-06	2.8073721592902963e-06	2.8073721592902963e-06	1.4036860796451482e-06	6.316587358403166e-06	0.0	0.0	0.0	0.0	7.018430398225741e-07	1.4036860796451482e-06	2.8073721592902963e-06	5.614744318580593e-06	1.4036860796451482e-06	7.018430398225741e-07	7.018430398225741e-07	0.0	2.105529119467722e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1961-12-31	1.7519769965420353e-05	8.029894567484329e-06	1.2409837058839417e-05	8.029894567484329e-06	5.8399233218067845e-06	1.4599808304516961e-06	5.109932906580936e-06	7.299904152258481e-07	1.4599808304516961e-05	0.0	0.0	0.0	0.0	1.4599808304516961e-06	0.0	0.0	0.0	0.0	2.9199616609033922e-06	4.379942491355088e-06	0.0	7.299904152258481e-07	7.299904152258481e-07	0.0	0.0	0.0	3.6499520761292403e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1962-12-31	2.3221648091162384e-05	9.43379453703472e-06	7.256765028488245e-06	1.0159471039883543e-05	5.0797355199417715e-06	4.354059017092947e-06	4.71689726851736e-06	1.0885147542732367e-06	1.0522309291307955e-05	0.0	0.0	0.0	7.256765028488245e-07	3.6283825142441226e-07	0.0	0.0	3.6283825142441226e-07	0.0	2.1770295085464734e-06	3.6283825142441227e-06	1.8141912571220613e-06	2.1770295085464734e-06	1.0885147542732367e-06	7.256765028488245e-07	0.0	0.0	5.0797355199417715e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1963-12-31	1.725257895963739e-05	1.083301469558627e-05	5.617118731044732e-06	6.820787030554318e-06	3.611004898528756e-06	6.419564264051122e-06	3.209782132025561e-06	1.2036682995095855e-06	9.629346396076684e-06	2.0061138325159756e-06	8.024455330063903e-07	0.0	1.2036682995095855e-06	4.0122276650319513e-07	4.0122276650319513e-07	1.2036682995095855e-06	4.0122276650319513e-07	4.0122276650319513e-07	2.808559365522366e-06	4.814673198038342e-06	1.2036682995095855e-06	3.209782132025561e-06	1.2036682995095855e-06	0.0	0.0	0.0	3.209782132025561e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
